date,txVolume_USD,txCount,marketcap_USD,price_USD,exchangeVolume_USD,generatedCoins,fees
24-09-17,221941939.4,6193,2654460000,331.85,111537000,1985.226502,3.53126052
25-09-17,283832822.2,5854,2505380000,345.09,58356100,1967.211743,4.07791318
26-09-17,101349195.1,5953,2615520000,339.1,45406700,1992.432406,4.09443737
27-09-17,51357793.91,5606,2567810000,346.43,52033700,1970.814695,3.56510979
28-09-17,77896857.44,6247,2623640000,338.25,49620000,1988.829454,3.60903467
29-09-17,59433243.38,6219,2563340000,327.7,38011000,1967.211743,3.47754429
30-09-17,55471316.54,5207,2483630000,327.14,27802400,1974.417647,2.49179577
01-10-17,47240706.09,4658,2481300000,315.8,25835800,1974.417647,2.64561687
02-10-17,46291627.15,5663,2398500000,308.69,29696600,1992.432406,3.16482298
03-10-17,44459586.48,4877,2342990000,296.24,37104400,6591.194769,3.00753564
04-10-17,458238500,5362,2255220000,305.46,40983500,1974.417647,2.92948234
05-10-17,30392222.64,4974,2321550000,305.4,27180400,1967.211743,2.58180693
06-10-17,30535164.37,5033,2321080000,306.88,22935800,1970.814695,1.97253746
07-10-17,18095153.79,4471,2339080000,310.49,27552700,1996.035358,2.68852837
08-10-17,40464128.95,4957,2360300000,302.48,33683300,1992.432406,2.48844637
09-10-17,47053534.13,6202,2280670000,283.67,52085800,1952.799935,3.25227192
10-10-17,30953344.48,5463,2158330000,291.27,32941200,2003.241262,3.32414152
11-10-17,43900615.49,4972,2218760000,298.4,26434900,1963.608791,2.90659148
12-10-17,59027816.9,5474,2270420000,291.91,42625600,1941.991079,2.87357079
13-10-17,116699708.5,7281,2227330000,310.38,69258500,1985.226502,4.80742675
14-10-17,82982830.4,5817,2363830000,316.69,43951700,1978.020599,2.88468627
15-10-17,38146941.45,5454,2416140000,309.51,45301300,2010.447166,3.09825734
16-10-17,92602605.57,5556,2359250000,302.21,38139700,1960.005839,3.56501008
17-10-17,49272348.37,5943,2305090000,299.88,42569400,1978.020599,2.94158026
18-10-17,35339599.55,5820,2288450000,297.26,38693900,1985.226502,3.28806219
19-10-17,30427662.48,5119,2272420000,295.47,30741800,1981.623551,6.18466345
20-10-17,26707294.46,5370,2254410000,289.19,47125400,1974.417647,3.34880723
